Symbol,Ex_Date,Pre_Drop_Price,Dividend_Amount,Yield_Percent,Volume_On_ExDate,Price_Drop_Percent,Log_Price,Volatility_20d,Return_5d_Before,Volume_Ratio,Day_of_Week,Month,TARGET_Recovery_Days
RITES,2020-08-19,100.13,3.0,3.0,1742006.0,-0.4483,4.6065,0.015916,5.02,1.2507,2,8,0
RITES,2021-01-08,108.98,2.5,2.29,1165718.0,0.1823,4.6911,0.018285,2.4775,0.9511,4,1,102
RITES,2021-03-18,98.54,2.0,2.03,602876.0,-1.2708,4.5905,0.022813,-4.6346,0.5503,3,3,0
RITES,2021-08-18,107.31,1.0,0.93,253612.0,-0.7207,4.6757,0.013853,0.0,0.2972,2,8,0
RITES,2021-09-20,114.04,2.0,1.75,452752.0,-0.2534,4.7366,0.016324,2.2441,1.0531,0,9,0
RITES,2021-11-24,117.18,2.0,1.71,228094.0,-0.7684,4.7637,0.020508,-1.0288,0.3449,2,11,0
RITES,2022-03-24,111.3,3.75,3.37,395968.0,-2.0329,4.7122,0.015954,2.7848,0.9394,3,3,0
RITES,2022-08-04,115.18,2.0,1.74,249452.0,-1.5574,4.7465,0.018818,2.2575,0.3029,3,8,0
RITES,2022-09-08,131.67,1.75,1.33,504588.0,-1.7986,4.8803,0.011715,0.3334,0.7237,3,9,0
RITES,2022-11-17,171.58,2.25,1.31,1990246.0,-0.5873,5.145,0.037199,1.8526,0.5174,3,11,0
RITES,2023-02-17,152.61,3.0,1.97,473488.0,-0.5228,5.0279,0.021502,3.195,0.7098,4,2,0
RITES,2023-08-07,208.12,1.88,0.9,1456668.0,-1.27,5.3381,0.030492,-1.7223,0.2756,0,8,0
RITES,2023-09-08,234.32,3.0,1.28,18363172.0,-8.7742,5.4567,0.02245,-0.0686,3.7634,4,9,0
RITES,2023-11-08,208.94,2.25,1.08,1002044.0,-1.1131,5.3421,0.020808,1.4797,0.423,2,11,0
RITES,2024-02-09,376.94,2.38,0.63,11184656.0,1.3981,5.9321,0.048707,14.4845,0.7125,4,2,250
RITES,2024-08-08,329.51,1.25,0.38,1618362.0,0.6622,5.7976,0.042017,-3.4017,0.1927,3,8,25
RITES,2024-09-20,324.2,2.5,0.77,13384039.0,-10.0155,5.7813,0.014343,-1.7326,4.5787,4,9,0
RITES,2024-11-14,257.66,1.75,0.68,696484.0,-1.8854,5.5516,0.023179,-7.4494,0.4819,3,11,0
RITES,2025-01-31,248.52,1.9,0.76,2642625.0,-1.7157,5.5155,0.019999,-0.424,1.5601,4,1,0
RITES,2025-08-12,242.56,1.3,0.54,352700.0,0.0402,5.4912,0.012585,-2.9281,0.8091,1,8,1
RITES,2025-09-17,268.02,2.65,0.99,1168603.0,-0.1615,5.5911,0.021261,2.1951,1.5491,2,9,0
RITES,2025-11-14,241.23,2.0,0.83,337725.0,-1.2621,5.4857,0.009124,1.1382,0.7495,4,11,0
RITES,2026-02-10,226.66,1.9,0.84,564176.0,-0.7412,5.4235,0.018734,2.1223,0.8381,1,2,0
RADICO,2016-07-04,89.49,0.8,0.89,235592.0,-2.1751,4.4942,0.024036,1.2555,0.8457,0,7,0
RADICO,2017-09-21,163.85,0.8,0.49,761626.0,1.4324,5.099,0.02354,-3.6072,0.8495,3,9,8
RADICO,2018-08-24,427.3,1.0,0.23,330824.0,1.1469,6.0575,0.029443,8.3168,0.512,4,8,1
RADICO,2019-09-19,294.93,1.2,0.41,362825.0,-2.0687,5.6867,0.032818,0.7028,0.9514,3,9,0
RADICO,2020-08-21,396.29,2.0,0.5,274684.0,-0.7237,5.9822,0.021288,1.2063,0.7503,4,8,0
RADICO,2021-09-20,914.68,2.4,0.26,1082144.0,-0.9323,6.8186,0.015023,3.0359,2.5026,0,9,0
RADICO,2022-09-21,1071.65,3.0,0.28,750180.0,-3.2614,6.977,0.02415,-1.4139,1.9086,2,9,0
RADICO,2023-09-14,1203.35,3.0,0.25,162248.0,-0.816,7.0929,0.013675,-5.0637,0.7129,3,9,0
RADICO,2024-07-25,1713.96,3.0,0.18,516030.0,-1.3487,7.4466,0.014586,1.8873,2.6066,3,7,0
RADICO,2025-07-24,2758.1,4.0,0.15,184179.0,1.153,7.9223,0.013523,0.8839,0.8984,3,7,6
RVNL,2019-09-06,20.24,0.09,0.46,1600749.0,0.2337,3.0078,0.030646,1.0288,0.5856,4,9,1
RVNL,2020-12-08,20.4,1.14,5.59,10368696.0,0.6806,3.0157,0.022388,7.4074,1.8133,1,12,6
RVNL,2021-04-08,26.34,1.14,4.33,6043737.0,-0.8216,3.2711,0.030035,4.2955,0.568,3,4,0
RVNL,2021-11-30,29.98,0.44,1.47,4268961.0,-1.9506,3.4006,0.031631,-8.9041,0.6024,1,11,0
RVNL,2022-03-24,33.03,1.58,4.78,3157087.0,-0.9546,3.4976,0.030563,9.0498,0.9248,3,3,0
RVNL,2022-09-22,33.3,0.25,0.75,9844917.0,-4.1907,3.5056,0.00966,2.651,2.2059,3,9,0
RVNL,2023-04-06,72.38,1.77,2.45,14057553.0,-0.6401,4.2819,0.028487,13.5952,1.0362,3,4,0
RVNL,2023-09-20,162.98,0.36,0.22,19113572.0,0.9334,5.0937,0.05545,-2.6494,0.264,2,9,2
RVNL,2024-09-23,537.63,2.11,0.39,4782927.0,1.4922,6.2872,0.023552,-0.1926,0.2929,0,9,250
RVNL,2025-08-21,328.05,1.72,0.52,5454040.0,0.1307,5.7932,0.017837,1.3791,1.4209,3,8,7
RVNL,2026-02-11,318.45,1.0,0.31,5142291.0,0.5966,5.7635,0.024113,-0.4829,0.5668,2,2,8
RAILTEL,2021-03-31,117.74,1.0,0.85,1951435.0,-0.1184,4.7684,0.072552,-7.6338,0.17,2,3,0
RAILTEL,2021-09-21,124.29,1.2,0.97,939739.0,1.0943,4.8226,0.019401,1.3263,0.8723,1,9,11
RAILTEL,2022-01-20,112.7,1.75,1.55,700859.0,-0.2534,4.7248,0.00878,2.0382,0.8121,3,1,0
RAILTEL,2022-09-22,100.9,0.65,0.64,836560.0,-2.2306,4.6141,0.020179,-2.0333,0.7152,3,9,0
RAILTEL,2023-02-08,101.62,1.5,1.48,3119703.0,-7.1702,4.6212,0.026363,-7.8193,2.1937,2,2,0
RAILTEL,2023-08-24,163.31,1.05,0.64,4157817.0,-0.8979,5.0956,0.03346,-0.562,0.709,3,8,0
RAILTEL,2023-11-03,227.68,1.0,0.44,3315093.0,0.0216,5.428,0.034516,3.95,0.674,4,11,1
RAILTEL,2024-08-14,464.45,1.85,0.4,2095366.0,1.4219,6.1409,0.03218,1.8516,0.2655,2,8,1
RAILTEL,2024-11-06,402.99,1.0,0.25,1007649.0,-2.6725,5.9989,0.029862,-2.3175,0.271,2,11,0
RAILTEL,2025-04-02,297.81,1.0,0.34,2052515.0,-2.2303,5.6965,0.029665,-6.7883,0.5909,2,4,0
RAILTEL,2025-08-13,343.61,0.85,0.25,713684.0,-0.7375,5.8395,0.019687,-4.2277,0.6378,2,8,0
RAILTEL,2025-11-04,367.47,1.0,0.27,501538.0,1.2339,5.9066,0.015647,1.0108,0.5993,1,11,36
RAILTEL,2026-03-13,286.1,1.0,0.35,608199.0,2.6739,5.6563,0.023726,-1.3063,0.5462,4,3,250
RAINBOW,2022-09-07,588.86,2.0,0.34,161479.0,-3.0671,6.3782,0.037512,-2.5053,0.2913,2,9,0
RAINBOW,2023-06-22,969.77,3.0,0.31,234123.0,0.9751,6.8771,0.020008,3.8082,0.9724,3,6,4
RAINBOW,2024-07-23,1140.48,3.0,0.26,177250.0,1.8027,7.0392,0.014148,-5.2864,1.3676,1,7,2
RAINBOW,2025-06-27,1506.0,3.0,0.2,148207.0,-0.4781,7.3172,0.021008,3.9113,0.7216,4,6,0
RKFORGE,2016-09-15,73.22,0.4,0.55,40810.0,-0.08,4.2934,0.017164,-3.6148,0.1573,3,9,0
RKFORGE,2017-09-07,108.98,0.2,0.18,257655.0,-2.3312,4.6912,0.024745,0.1075,1.6634,3,9,0
RKFORGE,2018-09-12,121.32,0.2,0.16,71740.0,-3.0254,4.7984,0.019656,-0.6084,0.3999,2,9,0
RKFORGE,2019-08-29,62.06,0.3,0.48,40630.0,4.0881,4.1281,0.031259,-7.7404,0.1901,3,8,56
RKFORGE,2021-08-05,178.58,0.1,0.06,852785.0,-2.2756,5.185,0.01544,8.5935,1.0281,3,8,0
RKFORGE,2021-10-21,237.81,0.1,0.04,840005.0,-0.2649,5.4715,0.017701,1.8757,0.7629,3,10,0
RKFORGE,2022-01-28,184.26,0.1,0.05,370180.0,-0.4436,5.2164,0.022244,-9.0649,0.4172,4,1,0
RKFORGE,2022-07-28,174.47,0.5,0.29,444823.0,-1.302,5.1618,0.022187,2.2806,1.1078,3,7,0
RKFORGE,2022-09-08,196.6,0.2,0.1,1206837.0,-2.5396,5.2811,0.020228,-4.2108,1.8681,3,9,0
RKFORGE,2022-11-01,227.0,0.5,0.22,925005.0,-2.9681,5.4249,0.023308,-1.0984,0.8785,1,11,0
RKFORGE,2023-01-31,256.37,0.5,0.2,624643.0,-6.5053,5.5466,0.027078,-8.0817,1.0016,1,1,0
RKFORGE,2023-05-09,344.48,0.5,0.15,415319.0,1.645,5.842,0.025402,5.343,0.5249,1,5,4
RKFORGE,2023-10-30,614.25,1.0,0.16,440551.0,-2.3101,6.4204,0.024774,-4.6233,1.4025,0,10,0
RKFORGE,2024-05-10,682.06,1.0,0.15,344625.0,-1.4182,6.5251,0.025726,-7.9987,0.3877,4,5,0
RKFORGE,2024-10-31,906.74,1.0,0.11,258835.0,-1.3873,6.8099,0.027954,-4.1027,0.4027,3,10,0
RKFORGE,2025-06-06,599.5,1.0,0.17,21565890.0,-9.5496,6.3961,0.01931,-0.9485,17.4155,4,6,0
RCF,2016-09-15,36.6,1.1,3.01,673098.0,-1.1918,3.6001,0.021888,0.2121,0.7016,3,9,0
RCF,2017-09-13,79.39,1.1,1.39,3010439.0,1.6162,4.3744,0.023607,-1.3793,0.649,2,9,77
RCF,2018-09-18,58.02,0.6,1.03,1421066.0,1.9512,4.0608,0.026422,6.2408,0.6659,1,9,250
RCF,2019-09-16,37.36,0.77,2.06,1393981.0,-3.0156,3.6206,0.033078,11.0577,1.6891,0,9,0
RCF,2020-12-22,43.17,2.84,6.58,2257369.0,-1.4901,3.7652,0.023173,-7.489,0.7501,1,12,0
RCF,2021-02-17,46.6,1.2,2.58,999721.0,-1.5267,3.8416,0.022537,0.2806,0.3597,2,2,0
RCF,2021-10-20,73.63,1.78,2.42,2315140.0,0.6418,4.2991,0.029352,-0.1206,0.3344,2,10,1
RCF,2021-11-24,68.16,1.35,1.98,1022829.0,-1.4935,4.2219,0.017039,-5.0633,0.7274,2,11,0
RCF,2022-12-15,126.0,4.1,3.25,29623758.0,-6.702,4.8363,0.036464,0.2208,2.3824,3,12,0
RCF,2023-12-13,152.1,3.7,2.43,11890872.0,-2.3443,5.0245,0.032164,4.2511,1.2173,2,12,0
RCF,2024-09-23,180.66,1.24,0.69,2120337.0,-2.1394,5.1966,0.015729,-1.8209,0.6525,0,9,0
RCF,2025-10-10,144.08,1.32,0.92,924960.0,-1.0125,4.9704,0.011138,-1.757,0.8894,4,10,0
RCF,2026-02-20,130.81,1.0,0.76,698103.0,0.6192,4.8737,0.019722,0.9419,0.6156,4,2,250
REDINGTON,2016-07-19,36.42,1.05,2.88,271734.0,-0.2482,3.595,0.008533,-1.7208,0.6439,1,7,0
REDINGTON,2017-02-14,38.26,2.0,5.23,243600.0,-4.0275,3.6444,0.015346,4.2365,0.3243,1,2,0
REDINGTON,2017-07-20,56.43,1.15,2.04,1203676.0,-0.4058,4.0331,0.02517,4.307,0.466,3,7,0
REDINGTON,2018-07-20,41.7,1.2,2.88,195748.0,-5.7089,3.7305,0.017662,-4.0825,0.395,4,7,0
REDINGTON,2019-07-22,39.73,1.65,4.15,184214.0,-2.132,3.6821,0.025137,1.8,0.3329,0,7,0
REDINGTON,2019-12-03,46.16,0.75,1.62,348170.0,2.8331,3.8322,0.046518,-0.0437,0.5009,1,12,7
REDINGTON,2020-03-03,43.83,1.4,3.19,816594.0,-3.4466,3.7804,0.026382,-5.8385,1.3813,1,3,0
REDINGTON,2021-07-16,140.23,5.8,4.14,1750222.0,-1.1006,4.9433,0.028239,5.0621,0.4231,4,7,0
REDINGTON,2022-07-14,114.47,6.6,5.77,3282060.0,1.6793,4.7403,0.026044,1.9357,1.7272,3,7,12
REDINGTON,2023-07-07,177.45,7.2,4.06,1398823.0,-1.2055,5.1787,0.012469,4.2204,0.7622,4,7,0
REDINGTON,2024-07-05,209.48,6.2,2.96,1787086.0,-0.6071,5.3446,0.018275,2.8569,0.9339,4,7,0
REDINGTON,2025-07-04,305.55,6.8,2.23,1795602.0,-2.111,5.7221,0.029527,-3.012,0.4425,4,7,0
RELIANCE,2017-07-13,331.12,2.72,0.82,23010262.0,-1.5287,5.8025,0.014452,4.752,1.076,3,7,0
RELIANCE,2018-06-27,432.43,2.97,0.69,19595831.0,0.6786,6.0694,0.012736,-3.9539,1.1268,2,6,2
RELIANCE,2019-08-02,524.84,3.22,0.61,23766807.0,-0.9497,6.2631,0.013606,-2.764,1.4563,4,8,0
RELIANCE,2020-07-02,784.69,3.25,0.41,28789533.0,-1.7216,6.6653,0.020981,1.1467,0.7173,3,7,0
RELIANCE,2021-06-11,989.84,3.5,0.35,13762778.0,-1.7346,6.8975,0.017017,-0.3424,0.7028,4,6,0
RELIANCE,2022-08-18,1212.68,4.0,0.33,7410035.0,-0.1814,7.1006,0.014298,3.2004,0.5576,3,8,0
RELIANCE,2023-08-21,1264.54,4.5,0.36,9221746.0,1.0911,7.1425,0.012428,0.3789,0.6191,0,8,81
RELIANCE,2024-08-19,1467.34,5.0,0.34,13797742.0,-1.0318,7.2912,0.014101,0.2645,1.2761,0,8,0
RELIANCE,2025-08-14,1377.1,5.5,0.4,7126128.0,0.2396,7.2277,0.012161,-0.4894,0.6392,3,8,1
RELINFRA,2016-09-15,569.1,8.5,1.49,2790414.0,1.3948,6.3441,0.023857,-2.629,0.987,3,9,2
RELINFRA,2017-09-14,496.12,9.0,1.81,2121227.0,-0.1776,6.2068,0.017675,0.0291,0.8386,3,9,0
RELINFRA,2018-09-12,447.7,9.5,2.12,3896674.0,1.6864,6.1041,0.027968,-4.6606,0.8378,2,9,1
SBICARD,2020-05-15,528.83,1.0,0.19,1044610.0,-0.3348,6.2707,0.029275,-4.1463,0.263,4,5,0
SBICARD,2022-03-30,840.77,2.5,0.3,1860593.0,-1.9477,6.7343,0.022389,-0.9846,1.4667,2,3,0
SBICARD,2023-03-29,701.48,2.5,0.36,887093.0,-1.63,6.5532,0.012244,-2.2207,1.1353,2,3,0
SBICARD,2024-03-28,685.59,2.5,0.36,2613193.0,1.0869,6.5303,0.010631,0.0361,1.5246,3,3,2
SBICARD,2025-02-25,833.83,2.5,0.3,1018173.0,-0.4721,6.726,0.022985,-3.0161,0.4016,1,2,0
SBICARD,2026-03-11,713.6,2.5,0.35,524938.0,-0.1962,6.5703,0.013811,-1.4451,0.382,2,3,0
SBILIFE,2018-04-03,671.44,2.0,0.3,783770.0,0.2786,6.5094,0.013817,2.9195,3.2776,1,4,5
SBILIFE,2019-04-03,591.93,2.0,0.34,999883.0,-0.4673,6.3834,0.020829,-1.3861,0.9677,2,4,0
SBILIFE,2021-04-05,872.8,2.5,0.29,1091002.0,0.9535,6.7717,0.021042,2.2393,0.2758,0,4,1
SBILIFE,2022-03-29,1067.04,2.0,0.19,2864668.0,-2.4418,6.9726,0.02229,-1.8813,2.1748,1,3,0
SBILIFE,2023-03-16,1059.15,2.5,0.24,1023855.0,0.1785,6.9652,0.013292,-2.7035,1.1291,3,3,1
SBILIFE,2024-03-15,1498.21,2.7,0.18,1466897.0,0.2096,7.312,0.014836,-0.3012,0.9987,4,3,14
SBILIFE,2025-03-07,1416.63,2.7,0.19,901496.0,0.4935,7.256,0.013194,-0.6431,0.8547,4,3,1
SBILIFE,2026-03-06,1942.3,2.7,0.14,858666.0,0.036,7.5716,0.015116,-6.6161,1.0283,4,3,2
SJVN,2016-09-14,16.25,0.47,2.89,490380.0,-1.3272,2.7882,0.007482,1.0695,1.3603,2,9,0
SJVN,2017-02-22,21.16,2.25,10.63,5411268.0,0.4405,3.0521,0.017213,1.6807,3.5181,2,2,21
SJVN,2017-09-14,21.41,0.5,2.34,462732.0,0.0,3.0638,0.014152,4.8706,0.7465,3,9,0
SJVN,2018-02-21,23.65,1.9,8.04,1218811.0,1.6854,3.1632,0.012012,1.9021,1.3274,2,2,250
SJVN,2018-09-17,18.73,0.2,1.07,420094.0,-0.7143,2.9302,0.01208,-1.2259,0.5603,0,9,0
SJVN,2019-02-18,16.89,1.5,8.88,1771179.0,-4.421,2.8268,0.015735,-1.751,2.2515,0,2,0
SJVN,2019-09-19,18.49,0.65,3.52,693081.0,0.9862,2.9173,0.010936,1.5625,0.3357,3,9,1
SJVN,2020-02-25,18.78,1.7,9.05,4730564.0,0.2079,2.933,0.010674,3.0,1.8816,1,2,120
SJVN,2020-09-21,18.31,0.5,2.73,679714.0,0.6536,2.9077,0.023009,1.0776,0.4501,0,9,46
SJVN,2021-02-23,22.3,1.8,8.07,6831960.0,2.8681,3.1048,0.013807,3.9034,2.1524,1,2,4
SJVN,2021-09-21,23.24,0.4,1.72,722408.0,-0.3724,3.146,0.008414,0.0,0.4515,1,9,0
SJVN,2022-02-21,26.23,1.15,4.38,2405203.0,0.5146,3.2669,0.017516,2.0202,1.0158,0,2,31
SJVN,2022-09-21,29.24,0.55,1.88,3289237.0,-0.1565,3.3757,0.013708,3.0111,0.7579,2,9,0
SJVN,2023-02-17,30.16,1.15,3.81,2218127.0,-0.3145,3.4065,0.015103,1.8547,0.7891,4,2,0
SJVN,2023-09-21,77.53,0.62,0.8,140188157.0,12.4245,4.3507,0.056876,7.7075,2.5892,3,9,40
SJVN,2024-02-21,117.69,1.15,0.98,27013817.0,0.9836,4.768,0.073012,2.1568,0.289,2,2,4
SJVN,2024-09-12,127.17,0.65,0.51,7846440.0,-0.2668,4.8455,0.021278,-0.7229,0.5317,3,9,0
SJVN,2025-02-21,91.05,1.15,1.26,8791330.0,-0.2372,4.5114,0.025404,4.6462,0.9722,4,2,0
SJVN,2025-09-18,92.64,0.31,0.33,3183350.0,0.1594,4.5287,0.013684,0.8656,0.6034,3,9,1
SJVN,2026-02-20,73.99,1.15,1.55,4761094.0,-1.7705,4.3039,0.024407,-1.9956,0.5871,4,2,0
SRF,2016-08-16,302.75,1.2,0.4,652155.0,-0.3486,5.7129,0.013709,2.9076,0.396,1,8,0
SRF,2017-02-17,295.99,1.2,0.41,1880140.0,-3.5403,5.6903,0.023755,-11.9546,1.4054,4,2,0
SRF,2017-08-16,282.53,1.2,0.42,709130.0,-1.6327,5.6438,0.021178,-5.1815,0.5482,2,8,0
SRF,2018-02-15,369.07,1.2,0.33,708945.0,0.1078,5.911,0.019296,7.426,0.7262,3,2,6
SRF,2018-08-14,364.75,1.2,0.33,2689420.0,-3.2046,5.8992,0.02075,2.8646,1.0259,1,8,0
SRF,2019-02-11,431.79,1.2,0.28,1541070.0,0.1446,6.0679,0.027116,12.7131,0.7244,0,2,2
SRF,2019-08-13,565.63,1.4,0.25,1273480.0,2.0667,6.3379,0.040777,12.38,0.5011,1,8,3
SRF,2020-02-10,804.11,1.4,0.17,2542210.0,-0.7653,6.6897,0.016325,8.4578,1.6614,0,2,0
SRF,2020-08-06,748.51,1.0,0.13,1015845.0,-0.4418,6.6181,0.016049,1.5691,0.8779,3,8,0
SRF,2021-01-29,1053.94,3.8,0.36,976955.0,-0.3438,6.9603,0.019876,-6.9648,0.8963,4,1,0
SRF,2021-08-05,1779.03,2.4,0.13,827480.0,0.3808,7.4838,0.023374,13.8899,0.6196,3,8,8
SRF,2022-02-03,2419.18,4.75,0.2,625410.0,0.3655,7.7912,0.025048,4.4465,0.6755,3,2,2
SRF,2022-07-28,2376.21,3.6,0.15,476366.0,-0.7974,7.7733,0.025642,2.635,0.4753,3,7,0
SRF,2023-02-07,2195.64,3.6,0.16,372736.0,0.5033,7.6942,0.012516,1.6816,0.6736,1,2,2
SRF,2023-08-01,2151.04,3.6,0.17,1623153.0,-3.8833,7.6737,0.015069,0.298,1.7657,1,8,0
SRF,2024-02-07,2266.99,3.6,0.16,1464373.0,-0.6535,7.7262,0.01948,-1.7784,2.1487,2,2,0
SRF,2024-07-31,2537.62,3.6,0.14,1734449.0,-3.7724,7.839,0.013344,7.801,2.8269,2,7,0
SRF,2025-02-04,2929.85,3.6,0.12,1166529.0,-1.0598,7.9827,0.037817,10.4265,0.8361,1,2,0
SRF,2025-07-29,3046.98,4.0,0.13,441091.0,-1.8804,8.0219,0.013811,-2.5474,0.9775,1,7,0
SRF,2026-01-27,2708.7,5.0,0.18,326475.0,0.9783,7.9042,0.019615,-8.3983,0.6874,1,1,1
SAGILITY,2025-11-12,50.02,0.05,0.1,53669896.0,-3.2587,3.9124,0.026754,-2.8898,0.7561,2,11,0
SAMMAANCAP,2016-08-05,554.43,8.02,1.45,1651558.0,-0.8472,6.3179,0.020138,4.6308,0.572,4,8,0
SAMMAANCAP,2016-11-02,603.18,8.02,1.33,958080.0,2.0613,6.4022,0.019875,-0.8813,0.6357,2,11,75
SAMMAANCAP,2017-02-09,591.88,8.02,1.36,1493463.0,0.726,6.3833,0.017068,6.9581,0.5468,3,2,2
SAMMAANCAP,2017-05-04,776.05,8.02,1.03,4391309.0,-0.2094,6.6542,0.018142,7.1916,1.9587,3,5,0
SAMMAANCAP,2017-08-02,884.81,8.02,0.91,1114680.0,1.6814,6.7854,0.017226,3.0229,0.7479,2,8,14
SAMMAANCAP,2017-11-01,905.07,8.02,0.89,2357500.0,-0.8461,6.808,0.01802,-2.5574,1.3529,2,11,0
SAMMAANCAP,2018-02-01,1019.32,12.48,1.22,2274786.0,-0.0363,6.9269,0.018526,2.1256,1.1048,3,2,0
SAMMAANCAP,2018-05-02,967.53,8.91,0.92,1200851.0,-0.081,6.8748,0.01738,-1.6739,0.723,2,5,0
SAMMAANCAP,2018-08-13,988.35,8.91,0.9,1434743.0,2.9204,6.896,0.024245,-3.1577,0.7251,0,8,250
SAMMAANCAP,2018-10-25,558.7,8.91,1.6,13993713.0,6.0275,6.3256,0.070331,-5.7503,0.9325,3,10,2
SAMMAANCAP,2019-02-11,467.73,8.91,1.91,12333034.0,0.9687,6.1479,0.025018,-5.6627,1.3837,0,2,2
SAMMAANCAP,2019-05-07,531.75,8.91,1.68,8982005.0,-0.2628,6.2762,0.032722,-7.0282,0.6955,1,5,0
SAMMAANCAP,2019-08-19,432.7,7.13,1.65,25617827.0,1.0871,6.07,0.067743,23.9451,1.0963,0,8,250
SAMMAANCAP,2019-11-18,167.66,6.24,3.72,46338437.0,-2.6562,5.1219,0.074381,-12.9733,0.7473,0,11,0
SAMMAANCAP,2020-02-13,280.19,5.35,1.91,26986301.0,2.0225,5.6355,0.059455,6.5214,0.8082,3,2,5
SAMMAANCAP,2021-05-28,189.43,8.02,4.23,24074922.0,-3.1849,5.244,0.026112,4.71,1.3069,4,5,0
SAMMAANCAP,2023-09-18,167.79,1.11,0.66,24238752.0,-4.5633,5.1227,0.049659,3.8701,0.7675,0,9,0
SAMMAANCAP,2024-09-20,156.18,2.0,1.28,6075696.0,-4.6485,5.051,0.023508,-6.0745,1.0374,4,9,0
MOTHERSON,2017-08-14,52.8,0.59,1.12,8195355.0,-1.1105,3.9664,0.014917,-4.8005,0.5587,0,8,0
MOTHERSON,2018-08-08,50.26,0.67,1.33,30929654.0,-1.4821,3.9171,0.025319,-3.1787,1.5915,2,8,0
MOTHERSON,2019-08-08,24.41,0.67,2.73,54416735.0,-3.5155,3.195,0.025507,-7.5427,2.5733,3,8,0
MOTHERSON,2020-03-12,23.06,0.67,2.89,250271833.0,22.2311,3.1381,0.030183,-10.7853,5.2191,3,3,31
MOTHERSON,2021-09-03,57.5,0.67,1.16,17371726.0,-1.5749,4.0517,0.019759,1.6103,0.5297,4,9,0
MOTHERSON,2022-08-12,53.83,0.29,0.54,11216893.0,0.4057,3.9859,0.025525,-4.729,0.6657,4,8,1
MOTHERSON,2023-08-11,62.77,0.43,0.69,70453902.0,-2.6274,4.1394,0.01308,-0.9307,4.6294,4,8,0
MOTHERSON,2024-08-14,119.2,0.53,0.45,49126998.0,-2.5959,4.7808,0.02985,-0.1161,1.4998,2,8,0
MOTHERSON,2025-03-28,87.4,0.33,0.38,28719250.0,0.3424,4.4705,0.02623,0.434,1.1609,4,3,2
MOTHERSON,2025-06-23,99.9,0.23,0.23,21541980.0,1.2012,4.6042,0.014621,-1.9454,0.9263,0,6,1
SARDAEN,2017-08-16,32.39,0.4,1.23,4087210.0,-3.9893,3.4779,0.050802,4.3491,1.2886,2,8,0
SARDAEN,2018-08-23,35.48,0.5,1.41,401510.0,-0.9648,3.5689,0.029241,2.8867,0.5258,3,8,0
SARDAEN,2019-08-14,15.9,0.5,3.14,119340.0,-2.4865,2.7665,0.019715,0.0582,0.4902,2,8,0
SARDAEN,2020-09-10,23.74,0.5,2.11,846910.0,0.2662,3.1673,0.042311,-6.0332,0.4522,3,9,2
SARDAEN,2021-08-18,72.57,0.75,1.03,209000.0,-0.5076,4.2846,0.035636,0.3024,0.2607,2,8,0
SARDAEN,2022-05-05,120.3,0.75,0.62,736190.0,1.9224,4.79,0.03143,1.7572,0.7756,3,5,250
SARDAEN,2023-09-08,231.6,1.5,0.65,424272.0,-2.8559,5.445,0.028064,-3.061,0.6808,4,9,0
SARDAEN,2024-08-30,345.58,1.0,0.29,426835.0,-1.5009,5.8452,0.042056,0.072,0.2076,4,8,0
SARDAEN,2025-08-22,597.65,1.5,0.25,1060831.0,0.1422,6.393,0.051452,8.1205,0.2783,4,8,4
SAREGAMA,2016-07-14,25.92,0.15,0.58,77283.0,0.3674,3.2552,0.016948,-3.3745,0.4999,3,7,3
SAREGAMA,2017-07-20,30.49,0.15,0.49,9561833.0,-7.1089,3.4175,0.042148,0.8645,3.2836,3,7,0
SAREGAMA,2018-07-19,61.88,0.3,0.48,387291.0,0.6855,4.1251,0.032279,-5.3,0.3999,3,7,250
SAREGAMA,2019-07-11,48.15,0.3,0.62,86532.0,-2.7617,3.8743,0.013506,-3.9808,0.9454,3,7,0
SAREGAMA,2020-08-03,44.05,0.15,0.34,281551.0,2.491,3.7854,0.033418,0.9116,0.6039,0,8,5
SAREGAMA,2021-04-05,157.14,2.0,1.27,279761.0,-0.4862,5.0571,0.059639,15.4308,0.2671,0,4,0
SAREGAMA,2022-01-31,417.8,3.0,0.72,81347.0,-4.9835,6.035,0.020776,-12.921,0.6013,0,1,0
SAREGAMA,2023-02-02,318.52,3.0,0.94,115532.0,-1.2998,5.7637,0.028471,-4.4607,0.4257,3,2,0
SAREGAMA,2024-02-21,395.26,4.0,1.01,703233.0,-0.8064,5.9795,0.028866,13.2582,0.9386,2,2,0
SAREGAMA,2025-02-14,508.48,4.5,0.88,728632.0,5.3016,6.2314,0.038275,-2.0682,0.6382,4,2,22
SAREGAMA,2025-11-11,414.45,4.5,1.09,445254.0,1.6287,6.027,0.018477,-8.1552,1.8127,1,11,250
SCHAEFFLER,2016-04-13,755.4,2.0,0.26,5430.0,0.42,6.6273,0.008718,4.3547,0.1834,2,4,2
SCHAEFFLER,2017-04-12,873.05,2.4,0.27,10115.0,-1.0292,6.772,0.016105,3.2002,0.396,2,4,0
SCHAEFFLER,2018-04-09,1019.67,3.4,0.33,52630.0,1.585,6.9272,0.022146,-1.9325,2.2003,0,4,18
SCHAEFFLER,2019-04-22,1037.74,6.0,0.58,9350.0,-1.7394,6.9448,0.008979,0.9923,0.9478,0,4,0
