Symbol,Ex_Date,Pre_Drop_Price,Dividend_Amount,Yield_Percent,Volume_On_ExDate,TARGET_Recovery_Days
RECLTD,2019-03-11,59.64,8.25,13.83,25867566.0,0
RECLTD,2020-02-11,69.57,8.25,11.86,13928954.0,206
RECLTD,2020-11-13,57.76,4.5,7.79,16473946.0,0
RECLTD,2021-03-18,77.53,3.75,4.84,11527619.0,46
RECLTD,2021-08-13,80.11,1.5,1.87,4478833.0,1
RECLTD,2021-09-16,86.72,1.28,1.48,3948801.0,9
RECLTD,2021-11-11,83.65,1.88,2.24,5676507.0,190
RECLTD,2022-02-15,73.88,4.5,6.09,9860857.0,0
RECLTD,2022-07-12,75.47,3.6,4.77,5494322.0,5
RECLTD,2022-11-07,83.25,5.0,6.01,13065969.0,0
RECLTD,2023-02-09,101.63,3.25,3.2,6545269.0,16
RECLTD,2023-07-14,142.85,4.35,3.05,10445961.0,1
RECLTD,2023-08-14,199.08,3.0,1.51,19733602.0,0
RECLTD,2023-11-13,292.99,3.5,1.19,23410469.0,0
RECLTD,2024-03-28,405.2,4.5,1.11,12637899.0,0
RECLTD,2024-06-28,482.14,5.0,1.04,10184740.0,0
RECLTD,2024-08-09,541.22,3.5,0.65,6604483.0,0
RECLTD,2024-11-08,493.26,4.0,0.81,7465928.0,1
RECLTD,2025-02-14,385.14,4.3,1.12,8558606.0,4
RECLTD,2025-03-26,420.67,3.6,0.86,10098135.0,14
RECLTD,2025-08-01,378.57,4.6,1.22,9859016.0,1
RECLTD,2025-08-14,375.23,2.6,0.69,3287588.0,26
RECLTD,2025-10-27,363.57,4.6,1.27,5088563.0,0
RHIM,2016-09-12,102.53,1.45,1.41,34488.0,1
RHIM,2017-09-08,148.16,2.5,1.69,49375.0,0
RHIM,2018-08-24,224.22,2.5,1.11,36172.0,1
RHIM,2019-06-28,194.92,2.5,1.28,6132.0,0
RHIM,2020-08-07,168.05,2.5,1.49,33088.0,0
RHIM,2021-09-17,376.17,2.5,0.66,106001.0,78
RHIM,2022-09-14,623.3,2.5,0.4,77873.0,0
RHIM,2023-09-14,734.18,2.5,0.34,175648.0,0
RHIM,2024-09-05,598.26,2.5,0.42,156802.0,0
RHIM,2025-09-12,476.7,2.5,0.52,147238.0,0
RITES,2018-09-11,75.48,0.8,1.06,1299167.0,37
RITES,2018-12-27,78.94,1.9,2.41,623837.0,0
RITES,2019-03-20,77.2,1.6,2.07,776782.0,41
RITES,2019-07-10,84.63,1.6,1.89,296710.0,0
RITES,2020-01-09,113.51,3.0,2.64,1021150.0,0
RITES,2020-02-17,119.85,2.0,1.67,1911228.0,2
RITES,2020-08-19,100.13,3.0,3.0,1742006.0,0
RITES,2021-01-08,108.98,2.5,2.29,1165718.0,102
RITES,2021-03-18,98.54,2.0,2.03,602876.0,0
RITES,2021-08-18,107.31,1.0,0.93,253612.0,0
RITES,2021-09-20,114.04,2.0,1.75,452752.0,0
RITES,2021-11-24,117.18,2.0,1.71,228094.0,0
RITES,2022-03-24,111.3,3.75,3.37,395968.0,0
RITES,2022-08-04,115.18,2.0,1.74,249452.0,0
RITES,2022-09-08,131.67,1.75,1.33,504588.0,0
RITES,2022-11-17,171.58,2.25,1.31,1990246.0,0
RITES,2023-02-17,152.61,3.0,1.97,473488.0,0
RITES,2023-08-07,208.12,1.88,0.9,1456668.0,0
RITES,2023-09-08,234.32,3.0,1.28,18363172.0,0
RITES,2023-11-08,208.94,2.25,1.08,1002044.0,0
RITES,2024-08-08,329.51,1.25,0.38,1618362.0,25
RITES,2024-09-20,324.2,2.5,0.77,13384039.0,0
RITES,2024-11-14,257.66,1.75,0.68,696484.0,0
RITES,2025-01-31,248.52,1.9,0.76,2642625.0,0
RITES,2025-08-12,242.56,1.3,0.54,352700.0,1
RITES,2025-09-17,268.02,2.65,0.99,1168603.0,0
RITES,2025-11-14,241.23,2.0,0.83,337725.0,0
RITES,2026-02-10,226.66,1.9,0.84,564176.0,0
RADICO,2016-07-04,89.49,0.8,0.89,235592.0,0
RADICO,2017-09-21,163.85,0.8,0.49,761626.0,8
RADICO,2018-08-24,427.3,1.0,0.23,330824.0,1
RADICO,2019-09-19,294.93,1.2,0.41,362825.0,0
RADICO,2020-08-21,396.29,2.0,0.5,274684.0,0
RADICO,2021-09-20,914.68,2.4,0.26,1082144.0,0
RADICO,2022-09-21,1071.65,3.0,0.28,750180.0,0
RADICO,2023-09-14,1203.35,3.0,0.25,162248.0,0
RADICO,2024-07-25,1713.96,3.0,0.18,516030.0,0
RADICO,2025-07-24,2758.1,4.0,0.15,184179.0,6
RVNL,2019-09-06,20.24,0.09,0.46,1600749.0,1
RVNL,2020-12-08,20.4,1.14,5.59,10368696.0,6
RVNL,2021-04-08,26.34,1.14,4.33,6043737.0,0
RVNL,2021-11-30,29.98,0.44,1.47,4268961.0,0
RVNL,2022-03-24,33.03,1.58,4.78,3157087.0,0
RVNL,2022-09-22,33.3,0.25,0.75,9844917.0,0
RVNL,2023-04-06,72.38,1.77,2.45,14057553.0,0
RVNL,2023-09-20,162.98,0.36,0.22,19113572.0,2
RVNL,2025-08-21,328.05,1.72,0.52,5454040.0,7
RVNL,2026-02-11,318.45,1.0,0.31,5142291.0,8
RAILTEL,2021-03-31,117.74,1.0,0.85,1951435.0,0
RAILTEL,2021-09-21,124.29,1.2,0.97,939739.0,11
RAILTEL,2022-01-20,112.7,1.75,1.55,700859.0,0
RAILTEL,2022-09-22,100.9,0.65,0.64,836560.0,0
RAILTEL,2023-02-08,101.62,1.5,1.48,3119703.0,0
RAILTEL,2023-08-24,163.31,1.05,0.64,4157817.0,0
RAILTEL,2023-11-03,227.68,1.0,0.44,3315093.0,1
RAILTEL,2024-08-14,464.45,1.85,0.4,2095366.0,1
RAILTEL,2024-11-06,402.99,1.0,0.25,1007649.0,0
RAILTEL,2025-04-02,297.81,1.0,0.34,2052515.0,0
RAILTEL,2025-08-13,343.61,0.85,0.25,713684.0,0
RAILTEL,2025-11-04,367.47,1.0,0.27,501538.0,36
RAINBOW,2022-09-07,588.86,2.0,0.34,161479.0,0
RAINBOW,2023-06-22,969.77,3.0,0.31,234123.0,4
RAINBOW,2024-07-23,1140.48,3.0,0.26,177250.0,2
RAINBOW,2025-06-27,1506.0,3.0,0.2,148207.0,0
RKFORGE,2016-09-15,73.22,0.4,0.55,40810.0,0
RKFORGE,2017-09-07,108.98,0.2,0.18,257655.0,0
RKFORGE,2018-09-12,121.32,0.2,0.16,71740.0,0
RKFORGE,2019-08-29,62.06,0.3,0.48,40630.0,56
RKFORGE,2021-08-05,178.58,0.1,0.06,852785.0,0
RKFORGE,2021-10-21,237.81,0.1,0.04,840005.0,0
RKFORGE,2022-01-28,184.26,0.1,0.05,370180.0,0
RKFORGE,2022-07-28,174.47,0.5,0.29,444823.0,0
RKFORGE,2022-09-08,196.6,0.2,0.1,1206837.0,0
RKFORGE,2022-11-01,227.0,0.5,0.22,925005.0,0
RKFORGE,2023-01-31,256.37,0.5,0.2,624643.0,0
RKFORGE,2023-05-09,344.48,0.5,0.15,415319.0,4
RKFORGE,2023-10-30,614.25,1.0,0.16,440551.0,0
RKFORGE,2024-05-10,682.06,1.0,0.15,344625.0,0
RKFORGE,2024-10-31,906.74,1.0,0.11,258835.0,0
RKFORGE,2025-06-06,599.5,1.0,0.17,21565890.0,0
RCF,2016-09-15,36.6,1.1,3.01,673098.0,0
RCF,2017-09-13,79.39,1.1,1.39,3010439.0,77
RCF,2018-09-18,58.02,0.6,1.03,1421066.0,601
RCF,2019-09-16,37.36,0.77,2.06,1393981.0,0
RCF,2020-12-22,43.17,2.84,6.58,2257369.0,0
RCF,2021-02-17,46.6,1.2,2.58,999721.0,0
RCF,2021-10-20,73.63,1.78,2.42,2315140.0,1
RCF,2021-11-24,68.16,1.35,1.98,1022829.0,0
RCF,2022-12-15,126.0,4.1,3.25,29623758.0,0
RCF,2023-12-13,152.1,3.7,2.43,11890872.0,0
RCF,2024-09-23,180.66,1.24,0.69,2120337.0,0
RCF,2025-10-10,144.08,1.32,0.92,924960.0,0
REDINGTON,2016-07-19,36.42,1.05,2.88,271734.0,0
REDINGTON,2017-02-14,38.26,2.0,5.23,243600.0,0
REDINGTON,2017-07-20,56.43,1.15,2.04,1203676.0,0
REDINGTON,2018-07-20,41.7,1.2,2.88,195748.0,0
REDINGTON,2019-07-22,39.73,1.65,4.15,184214.0,0
REDINGTON,2019-12-03,46.16,0.75,1.62,348170.0,7
REDINGTON,2020-03-03,43.83,1.4,3.19,816594.0,0
REDINGTON,2021-07-16,140.23,5.8,4.14,1750222.0,0
REDINGTON,2022-07-14,114.47,6.6,5.77,3282060.0,12
REDINGTON,2023-07-07,177.45,7.2,4.06,1398823.0,0
REDINGTON,2024-07-05,209.48,6.2,2.96,1787086.0,0
REDINGTON,2025-07-04,305.55,6.8,2.23,1795602.0,0
RELIANCE,2016-03-17,221.4,2.6,1.17,16832997.0,0
RELIANCE,2017-07-13,331.12,2.72,0.82,23010262.0,0
RELIANCE,2018-06-27,432.43,2.97,0.69,19595831.0,2
RELIANCE,2019-08-02,524.84,3.22,0.61,23766807.0,0
RELIANCE,2020-07-02,784.69,3.25,0.41,28789533.0,0
RELIANCE,2021-06-11,989.84,3.5,0.35,13762778.0,0
RELIANCE,2022-08-18,1212.68,4.0,0.33,7410035.0,0
RELIANCE,2023-08-21,1264.54,4.5,0.36,9221746.0,81
RELIANCE,2024-08-19,1467.34,5.0,0.34,13797742.0,0
RELIANCE,2025-08-14,1377.1,5.5,0.4,7126128.0,1
RELINFRA,2016-09-15,569.1,8.5,1.49,2790414.0,2
RELINFRA,2017-09-14,496.12,9.0,1.81,2121227.0,0
RELINFRA,2018-09-12,447.7,9.5,2.12,3896674.0,1
SBICARD,2020-05-15,528.83,1.0,0.19,1044610.0,0
SBICARD,2022-03-30,840.77,2.5,0.3,1860593.0,0
SBICARD,2023-03-29,701.48,2.5,0.36,887093.0,0
SBICARD,2024-03-28,685.59,2.5,0.36,2613193.0,2
SBICARD,2025-02-25,833.83,2.5,0.3,1018173.0,0
SBICARD,2026-03-11,713.6,2.5,0.35,524938.0,0
SBILIFE,2018-04-03,671.44,2.0,0.3,783770.0,5
SBILIFE,2019-04-03,591.93,2.0,0.34,999883.0,0
SBILIFE,2021-04-05,872.8,2.5,0.29,1091002.0,1
SBILIFE,2022-03-29,1067.04,2.0,0.19,2864668.0,0
SBILIFE,2023-03-16,1059.15,2.5,0.24,1023855.0,1
SBILIFE,2024-03-15,1498.21,2.7,0.18,1466897.0,14
SBILIFE,2025-03-07,1416.63,2.7,0.19,901496.0,1
SBILIFE,2026-03-06,1942.3,2.7,0.14,858666.0,2
SJVN,2016-09-14,16.25,0.47,2.89,490380.0,0
SJVN,2017-02-22,21.16,2.25,10.63,5411268.0,21
SJVN,2017-09-14,21.41,0.5,2.34,462732.0,0
SJVN,2018-02-21,23.65,1.9,8.04,1218811.0,804
SJVN,2018-09-17,18.73,0.2,1.07,420094.0,0
SJVN,2019-02-18,16.89,1.5,8.88,1771179.0,0
SJVN,2019-09-19,18.49,0.65,3.52,693081.0,1
SJVN,2020-02-25,18.78,1.7,9.05,4730564.0,120
SJVN,2020-09-21,18.31,0.5,2.73,679714.0,46
SJVN,2021-02-23,22.3,1.8,8.07,6831960.0,4
SJVN,2021-09-21,23.24,0.4,1.72,722408.0,0
SJVN,2022-02-21,26.23,1.15,4.38,2405203.0,31
SJVN,2022-09-21,29.24,0.55,1.88,3289237.0,0
SJVN,2023-02-17,30.16,1.15,3.81,2218127.0,0
SJVN,2023-09-21,77.53,0.62,0.8,140188157.0,40
SJVN,2024-02-21,117.69,1.15,0.98,27013817.0,4
SJVN,2024-09-12,127.17,0.65,0.51,7846440.0,0
SJVN,2025-02-21,91.05,1.15,1.26,8791330.0,0
SJVN,2025-09-18,92.64,0.31,0.33,3183350.0,1
SJVN,2026-02-20,73.99,1.15,1.55,4761094.0,0
SRF,2016-08-16,302.75,1.2,0.4,652155.0,0
SRF,2017-02-17,296.0,1.2,0.41,1880140.0,0
SRF,2017-08-16,282.53,1.2,0.42,709130.0,0
SRF,2018-02-15,369.07,1.2,0.33,708945.0,6
SRF,2018-08-14,364.75,1.2,0.33,2689420.0,0
SRF,2019-02-11,431.79,1.2,0.28,1541070.0,2
SRF,2019-08-13,565.63,1.4,0.25,1273480.0,3
SRF,2020-02-10,804.11,1.4,0.17,2542210.0,0
SRF,2020-08-06,748.51,1.0,0.13,1015845.0,0
SRF,2021-01-29,1053.94,3.8,0.36,976955.0,0
SRF,2021-08-05,1779.03,2.4,0.13,827480.0,8
SRF,2022-02-03,2419.18,4.75,0.2,625410.0,2
SRF,2022-07-28,2376.21,3.6,0.15,476366.0,0
SRF,2023-02-07,2195.64,3.6,0.16,372736.0,2
SRF,2023-08-01,2151.04,3.6,0.17,1623153.0,0
SRF,2024-02-07,2266.99,3.6,0.16,1464373.0,0
SRF,2024-07-31,2537.62,3.6,0.14,1734449.0,0
SRF,2025-02-04,2929.85,3.6,0.12,1166529.0,0
SRF,2025-07-29,3046.98,4.0,0.13,441091.0,0
SRF,2026-01-27,2708.7,5.0,0.18,326475.0,1
SAGILITY,2025-11-12,50.02,0.05,0.1,53669896.0,0
SAMMAANCAP,2016-03-18,434.44,8.02,1.85,6674665.0,1
SAMMAANCAP,2016-08-05,554.43,8.02,1.45,1651558.0,0
SAMMAANCAP,2016-11-02,603.18,8.02,1.33,958080.0,75
SAMMAANCAP,2017-02-09,591.88,8.02,1.36,1493463.0,2
SAMMAANCAP,2017-05-04,776.05,8.02,1.03,4391309.0,0
SAMMAANCAP,2017-08-02,884.81,8.02,0.91,1114680.0,14
SAMMAANCAP,2017-11-01,905.07,8.02,0.89,2357500.0,0
SAMMAANCAP,2018-02-01,1019.32,12.48,1.22,2274786.0,0
SAMMAANCAP,2018-05-02,967.53,8.91,0.92,1200851.0,0
SAMMAANCAP,2018-10-25,558.7,8.91,1.6,13993713.0,2
SAMMAANCAP,2019-02-11,467.73,8.91,1.91,12333034.0,2
SAMMAANCAP,2019-05-07,531.75,8.91,1.68,8982005.0,0
SAMMAANCAP,2019-11-18,167.66,6.24,3.72,46338437.0,0
SAMMAANCAP,2020-02-13,280.19,5.35,1.91,26986301.0,5
SAMMAANCAP,2021-05-28,189.43,8.02,4.23,24074922.0,0
SAMMAANCAP,2023-09-18,167.79,1.11,0.66,24238752.0,0
SAMMAANCAP,2024-09-20,156.18,2.0,1.28,6075696.0,0
MOTHERSON,2016-03-22,27.22,0.49,1.81,9807684.0,0
MOTHERSON,2017-08-14,52.8,0.59,1.12,8195355.0,0
MOTHERSON,2018-08-08,50.26,0.67,1.33,30929654.0,0
MOTHERSON,2019-08-08,24.41,0.67,2.73,54416735.0,0
MOTHERSON,2020-03-12,23.06,0.67,2.89,250271833.0,31
MOTHERSON,2021-09-03,57.5,0.67,1.16,17371726.0,0
MOTHERSON,2022-08-12,53.83,0.29,0.54,11216893.0,1
MOTHERSON,2023-08-11,62.77,0.43,0.69,70453902.0,0
MOTHERSON,2024-08-14,119.2,0.53,0.45,49126998.0,0
MOTHERSON,2025-03-28,87.4,0.33,0.38,28719250.0,2
MOTHERSON,2025-06-23,99.9,0.23,0.23,21541980.0,1
SARDAEN,2016-03-17,8.15,0.2,2.46,306720.0,0
SARDAEN,2017-08-16,32.39,0.4,1.23,4087210.0,0
SARDAEN,2018-08-23,35.48,0.5,1.41,401510.0,0
SARDAEN,2019-08-14,15.9,0.5,3.14,119340.0,0
SARDAEN,2020-09-10,23.74,0.5,2.11,846910.0,2
SARDAEN,2021-08-18,72.57,0.75,1.03,209000.0,0
SARDAEN,2022-05-05,120.3,0.75,0.62,736190.0,271
SARDAEN,2023-09-08,231.6,1.5,0.65,424272.0,0
SARDAEN,2024-08-30,345.58,1.0,0.29,426835.0,0
SARDAEN,2025-08-22,597.65,1.5,0.25,1060831.0,4
SAREGAMA,2016-07-14,25.92,0.15,0.58,77283.0,3
SAREGAMA,2017-07-20,30.49,0.15,0.49,9561833.0,0
SAREGAMA,2018-07-19,61.88,0.3,0.48,387291.0,559
SAREGAMA,2019-07-11,48.15,0.3,0.62,86532.0,0
SAREGAMA,2020-08-03,44.05,0.15,0.34,281551.0,5
SAREGAMA,2021-04-05,157.14,2.0,1.27,279761.0,0
SAREGAMA,2022-01-31,417.8,3.0,0.72,81347.0,0
SAREGAMA,2023-02-02,318.52,3.0,0.94,115532.0,0
SAREGAMA,2024-02-21,395.26,4.0,1.01,703233.0,0
SAREGAMA,2025-02-14,508.48,4.5,0.88,728632.0,22
SCHAEFFLER,2016-04-13,755.4,2.0,0.26,5430.0,2
SCHAEFFLER,2017-04-12,873.05,2.4,0.27,10115.0,0
SCHAEFFLER,2018-04-09,1019.67,3.4,0.33,52630.0,18
SCHAEFFLER,2019-04-22,1037.74,6.0,0.58,9350.0,0
SCHAEFFLER,2020-06-19,685.82,7.0,1.02,49525.0,0
SCHAEFFLER,2021-04-19,993.48,7.6,0.76,67600.0,4
SCHAEFFLER,2022-04-19,1984.9,16.0,0.81,64417.0,0
SCHAEFFLER,2023-04-11,3025.0,24.0,0.79,138943.0,39
SCHAEFFLER,2024-04-19,3204.48,26.0,0.81,40175.0,0
SCHAEFFLER,2025-04-23,3308.2,28.0,0.85,61736.0,1
SCI,2020-09-09,52.59,0.75,1.43,674423.0,0
SCI,2021-08-17,96.28,0.25,0.26,736488.0,6
SCI,2022-09-22,110.97,0.33,0.3,437881.0,0
SCI,2023-09-01,122.68,0.44,0.36,2494081.0,1
SCI,2024-09-06,251.0,0.5,0.2,2586021.0,11
SCI,2025-09-04,210.13,6.59,3.14,2554815.0,8
SCI,2025-11-19,249.85,3.0,1.2,2720238.0,56
SCI,2026-02-17,265.36,3.5,1.32,9584852.0,0
SHREECEM,2016-03-17,11030.67,12.0,0.11,15310.0,0
SHREECEM,2016-08-22,16327.7,16.0,0.1,13198.0,0
SHREECEM,2017-02-06,15435.88,100.0,0.65,7079.0,0
SHREECEM,2017-07-21,17297.6,24.0,0.14,7630.0,6
SHREECEM,2018-01-18,18391.12,20.0,0.11,17598.0,153
SHREECEM,2018-07-20,15763.49,30.0,0.19,5882.0,0
SHREECEM,2019-01-29,14631.64,25.0,0.17,29614.0,0
SHREECEM,2019-07-31,20221.73,35.0,0.17,46252.0,76
SHREECEM,2020-02-24,23804.72,110.0,0.46,29338.0,187
SHREECEM,2021-07-22,27513.46,60.0,0.22,22745.0,0
SHREECEM,2022-02-10,25003.19,45.0,0.18,19294.0,43
SHREECEM,2022-07-13,19633.89,45.0,0.23,22871.0,3
SHREECEM,2023-02-16,24536.63,45.0,0.18,50403.0,0
SHREECEM,2023-06-01,24852.3,55.0,0.22,31272.0,0
SHREECEM,2024-02-08,27827.53,50.0,0.18,32063.0,94
SHREECEM,2024-07-23,27682.27,55.0,0.2,90200.0,0
SHREECEM,2025-02-05,27750.42,50.0,0.18,28456.0,0
SHREECEM,2025-07-21,30643.16,60.0,0.2,48993.0,0
SHRIRAMFIN,2016-07-18,216.16,1.17,0.54,4999224.0,9
SHRIRAMFIN,2016-11-03,181.56,0.78,0.43,2413298.0,90
SHRIRAMFIN,2017-06-21,170.18,1.17,0.69,1971877.0,0
SHRIRAMFIN,2017-11-10,217.94,0.97,0.45,2885314.0,1
SHRIRAMFIN,2018-07-18,219.37,1.17,0.53,9496824.0,4
SHRIRAMFIN,2018-11-05,218.21,0.97,0.45,3512058.0,7
SHRIRAMFIN,2019-06-19,183.61,1.36,0.74,15773245.0,0
SHRIRAMFIN,2019-11-07,200.4,0.97,0.49,8534909.0,0
SHRIRAMFIN,2020-11-09,153.45,1.2,0.78,24006055.0,1
SHRIRAMFIN,2021-04-05,268.91,1.2,0.45,10865445.0,2
SHRIRAMFIN,2021-06-16,265.97,1.2,0.45,9827690.0,17
SHRIRAMFIN,2021-11-09,306.48,1.6,0.52,12628955.0,401
SHRIRAMFIN,2022-03-11,199.7,2.4,1.2,5890485.0,0
SHRIRAMFIN,2023-01-03,259.25,3.0,1.16,2678225.0,73
SHRIRAMFIN,2023-06-16,267.45,4.0,1.5,6897545.0,0
SHRIRAMFIN,2023-11-06,386.27,4.0,1.04,5634155.0,6
SHRIRAMFIN,2024-02-06,456.71,2.0,0.44,7511415.0,0
SHRIRAMFIN,2024-07-23,550.17,3.0,0.55,12227465.0,3
SHRIRAMFIN,2024-11-07,623.39,4.4,0.71,5846920.0,21
SHRIRAMFIN,2025-01-31,530.18,2.5,0.47,4058608.0,0
SHRIRAMFIN,2025-07-11,664.7,3.0,0.45,4931083.0,1
SHRIRAMFIN,2025-11-07,787.7,4.8,0.61,9765252.0,0
SHYAMMETL,2021-09-06,375.16,2.7,0.72,423865.0,3
SHYAMMETL,2021-11-17,333.43,2.25,0.67,301692.0,0
SHYAMMETL,2022-02-18,315.53,2.25,0.71,134441.0,18
SHYAMMETL,2022-08-11,291.55,1.8,0.62,179857.0,2
SHYAMMETL,2022-09-16,296.33,2.7,0.91,223651.0,23
SHYAMMETL,2023-06-05,290.13,1.8,0.62,205079.0,0
SHYAMMETL,2024-08-30,772.23,2.7,0.35,728254.0,0
SHYAMMETL,2025-02-07,777.74,2.25,0.29,459928.0,0
SHYAMMETL,2025-07-28,964.95,1.8,0.19,868778.0,1
SHYAMMETL,2025-08-19,966.05,2.25,0.23,212466.0,31
ENRIN,2026-01-30,2477.5,4.0,0.16,509717.0,0
SIEMENS,2016-08-12,698.34,27.5,3.94,289443.0,0
SIEMENS,2017-01-31,649.1,6.0,0.92,315371.0,1
SIEMENS,2018-01-25,724.47,7.0,0.97,379448.0,0
SIEMENS,2019-01-28,577.36,7.0,1.21,544390.0,3
SIEMENS,2020-02-03,851.02,7.0,0.82,750041.0,2
SIEMENS,2021-01-27,955.73,7.0,0.73,558293.0,3
SIEMENS,2022-01-20,1370.86,8.0,0.58,727728.0,0
SIEMENS,2023-01-31,1689.62,10.0,0.59,665699.0,0
SIEMENS,2024-01-30,2508.52,10.0,0.4,832629.0,10
SIEMENS,2025-01-30,3407.01,12.0,0.35,502913.0,0
SOBHA,2016-07-21,294.22,1.95,0.66,24816.0,0
SOBHA,2017-07-20,376.11,2.43,0.65,184177.0,33
SOBHA,2018-07-25,441.95,6.81,1.54,181725.0,4
SOBHA,2019-07-24,539.25,6.81,1.26,335400.0,0
SOBHA,2020-07-23,222.93,6.81,3.06,188690.0,0
SOBHA,2021-07-29,567.42,3.41,0.6,325042.0,0
SOBHA,2022-07-28,675.8,2.92,0.43,210621.0,0
SOBHA,2023-07-28,616.62,2.92,0.47,690985.0,0
SOBHA,2024-07-26,1855.79,3.0,0.16,1444693.0,37
SOBHA,2025-07-11,1519.4,3.0,0.2,254301.0,1
SOLARINDS,2016-03-16,599.62,2.7,0.45,4010.0,0
SOLARINDS,2017-02-20,707.47,2.0,0.28,13721.0,0
SOLARINDS,2017-08-09,858.87,3.0,0.35,18256.0,11
SOLARINDS,2018-07-18,1080.44,6.0,0.56,3875.0,4
SOLARINDS,2019-07-18,1141.81,7.0,0.61,4213.0,0
SOLARINDS,2020-09-03,1067.37,6.0,0.56,15169.0,0
SOLARINDS,2021-08-18,1685.15,6.0,0.36,10724.0,0
SOLARINDS,2022-05-27,2545.48,7.5,0.29,37527.0,0
SOLARINDS,2023-06-09,3875.41,8.0,0.21,20217.0,0
SOLARINDS,2024-07-04,11460.74,8.5,0.07,248372.0,0
SONACOMS,2022-02-11,628.45,0.77,0.12,658919.0,2
SONACOMS,2022-06-29,556.01,0.77,0.14,413427.0,2
SONACOMS,2023-02-06,435.81,1.28,0.29,3185014.0,0
SONACOMS,2023-06-30,505.95,1.53,0.3,1292014.0,0
SONACOMS,2024-02-05,621.24,1.53,0.25,1141079.0,0
SONACOMS,2024-06-14,644.04,1.53,0.24,1704350.0,10
SONACOMS,2025-02-05,497.51,1.6,0.32,2580847.0,0
SONACOMS,2025-07-04,476.2,1.6,0.34,666146.0,0
SONACOMS,2026-01-30,492.45,1.6,0.32,1859620.0,0
SONATSOFTW,2016-03-16,45.3,2.06,4.55,522357.0,61
SONATSOFTW,2016-11-09,44.68,1.31,2.94,759453.0,1
SONATSOFTW,2017-08-03,47.76,2.06,4.32,1198727.0,54
SONATSOFTW,2017-11-20,61.39,1.41,2.29,3024525.0,0
SONATSOFTW,2018-08-02,105.9,2.53,2.39,644317.0,9
SONATSOFTW,2018-11-13,102.88,1.78,1.73,195986.0,0
SONATSOFTW,2019-07-30,102.41,3.0,2.93,185730.0,7
SONATSOFTW,2019-11-07,98.97,2.16,2.18,225693.0,0
SONATSOFTW,2020-03-06,109.45,5.44,4.97,282578.0,0
SONATSOFTW,2020-11-18,116.24,1.5,1.29,625746.0,2
SONATSOFTW,2021-08-06,277.08,3.75,1.35,2558975.0,0
SONATSOFTW,2021-10-29,291.5,3.0,1.03,810645.0,1
SONATSOFTW,2022-06-15,238.17,4.88,2.05,116215.0,0
SONATSOFTW,2022-10-31,243.53,3.5,1.44,265886.0,0
SONATSOFTW,2023-07-21,504.32,4.38,0.87,838798.0,0
SONATSOFTW,2023-11-07,603.6,3.5,0.58,835416.0,0
SONATSOFTW,2024-07-26,694.46,4.4,0.63,1430495.0,0
SONATSOFTW,2025-07-23,420.84,4.4,1.05,572332.0,0
SONATSOFTW,2025-08-08,345.65,1.25,0.36,328008.0,2
SONATSOFTW,2025-11-21,362.12,1.25,0.35,375039.0,8
SONATSOFTW,2026-02-13,287.4,1.25,0.43,1956919.0,4
SBIN,2016-06-03,181.01,2.6,1.44,24568749.0,1
SBIN,2017-05-26,265.28,2.6,0.98,12304394.0,0
SBIN,2021-06-03,403.46,4.0,0.99,38909199.0,0
SBIN,2022-05-25,430.28,7.1,1.65,12728644.0,1
SBIN,2023-05-31,560.65,11.3,2.02,28797643.0,1
SBIN,2024-05-22,800.87,13.7,1.71,19239277.0,0
SBIN,2025-05-16,791.85,15.9,2.01,14733924.0,0
SAIL,2019-08-22,26.61,0.5,1.88,40625817.0,1
SAIL,2021-02-04,53.99,1.0,1.85,35946423.0,0
SAIL,2021-09-20,99.31,1.8,1.81,64945986.0,7
SAIL,2021-11-09,109.21,4.0,3.66,62396450.0,0
SAIL,2022-03-28,93.33,2.5,2.68,28885917.0,4
SAIL,2022-07-28,70.32,2.25,3.2,33296293.0,0
SAIL,2023-03-24,82.08,1.0,1.22,20599895.0,23
SAIL,2023-09-20,93.74,0.5,0.53,15206482.0,51
SAIL,2024-02-20,124.75,1.0,0.8,35081976.0,0
SAIL,2024-09-19,127.06,1.0,0.79,25229973.0,2
SAIL,2025-09-08,127.66,1.6,1.25,26650648.0,0
SUMICHEM,2020-09-02,263.95,0.55,0.21,290795.0,0
SUMICHEM,2021-07-22,423.77,0.8,0.19,447664.0,0
SUMICHEM,2022-07-21,462.65,1.0,0.22,231565.0,9
SUMICHEM,2023-07-21,401.04,1.2,0.3,234989.0,0
SUMICHEM,2024-02-14,373.27,5.0,1.34,272544.0,0
SUMICHEM,2024-07-19,503.28,0.9,0.18,704260.0,1
SUMICHEM,2025-07-25,589.75,1.2,0.2,277673.0,2
SUNPHARMA,2016-09-08,715.99,1.0,0.14,3663747.0,0
SUNPHARMA,2017-09-18,482.35,3.5,0.73,3689242.0,0
SUNPHARMA,2018-09-17,616.14,2.0,0.32,6264996.0,643
SUNPHARMA,2019-08-20,395.74,2.75,0.69,5151625.0,3
SUNPHARMA,2020-02-17,391.35,3.0,0.77,2625157.0,32
SUNPHARMA,2020-08-19,495.36,1.0,0.2,5414452.0,0
SUNPHARMA,2021-02-09,598.83,5.5,0.92,5794015.0,2
SUNPHARMA,2021-08-23,724.46,2.0,0.28,2375417.0,0
SUNPHARMA,2022-02-09,853.25,7.0,0.82,2874380.0,1
